IP,Harmless,Malicious,Suspicious,Timeout,Undetected
117.203.56.194,64,0,1,0,23
182.1.164.179,63,1,1,0,23
117.214.118.21,63,1,1,0,23
37.99.217.62,63,0,1,0,24
59.178.151.48,64,0,1,0,23
201.208.233.146,62,1,1,0,24
117.203.193.70,64,0,1,0,23
41.42.236.167,63,0,1,0,24
101.12.122.201,63,1,1,0,23
123.17.226.141,62,2,1,0,23
117.207.56.140,63,1,1,0,23
117.194.235.235,63,0,1,0,24
128.65.185.209,62,2,2,0,22
59.90.62.231,64,0,1,0,23
219.85.237.201,63,1,1,0,23
46.118.78.210,62,1,1,0,24
117.202.158.31,63,0,1,0,24
78.179.3.136,64,0,1,0,23
49.145.75.136,63,1,1,0,23
59.99.49.75,64,0,1,0,23
117.194.235.49,63,0,1,0,24
39.52.6.228,63,0,1,0,24
117.203.60.58,63,0,1,0,24
123.173.74.162,63,0,1,0,24
117.192.218.18,63,0,1,0,24
116.71.185.1,63,0,1,0,24
187.131.56.107,64,0,1,0,23
111.88.41.86,63,0,2,0,23
94.156.161.83,62,4,2,0,20
182.185.224.210,63,1,1,0,23
87.97.4.253,64,1,1,0,22
111.88.41.232,63,0,1,0,24
120.57.124.162,63,1,1,0,23
180.127.166.71,63,0,1,0,24
117.203.61.211,63,0,1,0,24
186.206.150.233,63,1,1,0,23
178.44.201.199,64,0,1,0,23
46.100.251.26,63,0,1,0,24
113.175.52.212,63,0,1,0,24
112.123.16.149,63,0,1,0,24
59.99.66.12,63,0,2,0,23
117.195.205.136,64,0,1,0,23
59.178.34.125,63,0,2,0,23
117.203.57.87,63,0,1,0,24
118.97.15.13,57,8,1,0,22
59.95.15.56,64,0,1,0,23
14.181.89.45,63,0,2,0,23
217.60.109.216,64,0,1,0,23
111.88.27.232,64,0,1,0,23
110.137.73.29,60,4,1,0,23
101.12.123.76,63,0,1,0,24
109.54.95.50,64,0,1,0,23
114.105.237.9,63,0,1,0,24
188.19.97.59,64,0,1,0,23
59.95.177.220,63,1,1,0,23
46.174.112.192,63,0,1,0,24
46.252.47.165,63,1,1,0,23
27.7.218.65,64,0,1,0,23
117.194.201.141,63,1,2,0,22
178.238.204.96,62,2,1,0,23
111.88.42.167,63,0,1,0,24
178.45.152.184,64,0,1,0,23
109.169.224.100,63,0,1,0,24
106.66.41.82,63,1,1,0,23
113.68.202.132,64,0,1,0,23
95.80.174.118,63,0,1,0,24
49.144.197.194,64,0,1,0,23
59.94.119.234,64,0,1,0,23
117.203.61.228,64,0,1,0,23
94.242.132.245,62,1,1,0,24
117.195.206.236,63,1,1,0,23
117.205.219.65,63,1,1,0,23
2.183.108.198,63,0,1,0,24
59.95.180.106,63,1,1,0,23
186.141.1.155,63,0,1,0,24
182.186.130.202,63,0,1,0,24
117.195.207.110,64,0,1,0,23
59.94.250.17,63,0,1,0,24
117.204.172.250,64,0,1,0,23
117.200.167.10,63,0,1,0,24
59.178.8.241,63,0,1,0,24
2.183.119.246,63,0,1,0,24
59.95.11.28,64,0,1,0,23
117.205.189.103,64,0,1,0,23
182.240.21.90,64,0,1,0,23
2.187.84.175,64,0,1,0,23
117.194.201.199,63,0,1,0,24
27.70.86.75,61,2,1,0,24
59.95.19.57,63,1,1,0,23
31.25.105.77,64,0,1,0,23
176.44.103.120,61,2,2,0,23
111.88.27.172,63,1,1,0,23
111.88.35.76,63,0,1,0,24
178.214.170.157,62,2,1,0,23
178.45.200.242,63,0,1,0,24
5.190.202.120,63,0,1,0,24
109.169.150.120,63,0,1,0,24
171.243.106.80,63,0,1,0,24
119.154.217.234,63,0,1,0,24
103.17.129.68,62,2,1,0,23
111.88.55.148,62,1,1,0,24
59.95.15.151,64,0,1,0,23
178.44.159.155,64,0,1,0,23
41.34.46.110,63,0,1,0,24
59.95.177.0,65,0,1,0,22
46.173.172.194,63,0,1,0,24
117.195.206.212,63,0,1,0,24
59.95.176.248,63,0,1,0,24
59.99.8.191,63,0,1,0,24
117.201.79.6,64,0,1,0,23
59.96.137.215,64,0,1,0,23
2.177.151.29,63,0,1,0,24
117.203.59.253,64,0,1,0,23
109.122.21.12,64,0,1,0,23
59.94.116.17,64,0,1,0,23
59.95.14.241,64,0,1,0,23
59.95.10.239,63,0,1,0,24
59.95.182.227,64,0,1,0,23
199.192.153.227,57,9,1,0,21
120.57.122.219,63,0,1,0,24
123.22.160.102,63,0,1,0,24
59.95.176.26,64,0,1,0,23
41.74.135.236,64,0,1,0,23
117.235.224.131,63,0,1,0,24
151.235.193.76,63,1,1,0,23
89.144.150.229,64,0,1,0,23
82.114.248.28,64,0,1,0,23
80.234.123.61,0,0,0,0,87
188.52.179.178,61,1,1,0,25
59.95.9.8,64,0,1,0,23
80.234.85.131,0,0,0,0,87
111.88.38.167,63,0,0,0,25
109.169.155.179,0,0,0,0,87
109.169.148.246,0,0,0,0,87
14.102.102.148,0,0,0,0,87
59.95.176.105,0,0,0,0,87
59.95.15.47,0,0,0,0,87
59.95.183.192,0,0,0,0,87
78.191.238.98,0,0,0,0,87
59.95.177.26,0,0,0,0,87
185.140.59.70,63,0,0,0,25
46.173.178.194,59,0,0,0,29
80.253.59.102,0,0,0,0,87
188.126.116.26,56,9,1,0,22
14.166.121.236,0,0,0,0,87
117.80.17.18,0,0,0,0,87
196.65.22.98,0,0,0,0,87
14.163.161.249,0,0,0,0,87
59.95.180.214,0,0,0,0,87
178.238.200.91,0,0,0,0,87
41.35.239.200,0,0,0,0,87
141.196.152.244,0,0,0,0,87
188.190.66.139,0,0,0,0,87
111.88.27.38,0,0,0,0,87
111.88.27.235,0,0,0,0,87
111.88.46.210,0,0,0,0,87
92.241.119.120,0,0,0,0,87
31.25.106.180,0,0,0,0,87
111.88.38.34,0,0,0,0,87
117.203.56.32,0,0,0,0,87
117.200.129.85,0,0,0,0,87
111.88.26.226,0,0,0,0,87
111.88.26.32,0,0,0,0,87
117.204.173.12,0,0,0,0,87
41.43.65.129,0,0,0,0,87
118.68.105.143,0,0,0,0,87
117.204.175.11,0,0,0,0,87
59.95.213.74,0,0,0,0,87
59.103.211.229,0,0,0,0,87
5.235.221.78,0,0,0,0,87
118.68.8.155,0,0,0,0,87
94.242.150.14,0,0,0,0,87
201.208.178.113,0,0,0,0,87
171.39.211.34,0,0,0,0,87
117.198.37.201,0,0,0,0,87
117.203.222.67,0,0,0,0,87
117.203.58.178,0,0,0,0,87
59.97.229.57,47,0,0,0,42
59.95.9.251,0,0,0,0,87
117.205.189.38,0,0,0,0,87
59.178.147.215,0,0,0,0,87
59.94.117.95,0,0,0,0,87
59.95.179.109,0,0,0,0,87
2.180.96.42,0,0,0,0,87
41.236.174.199,0,0,0,0,87
178.217.202.23,0,0,0,0,87
117.204.174.181,0,0,0,0,87
117.204.43.98,0,0,0,0,87
59.178.179.37,0,0,0,0,87
91.109.188.7,53,13,1,0,21
101.108.115.231,64,1,0,0,23
111.88.32.178,64,1,1,0,22
94.156.161.19,63,0,2,0,23
117.215.1.60,64,0,1,0,23
91.98.38.46,64,0,1,0,23
41.236.172.140,64,0,1,0,23
187.86.71.136,64,0,1,0,23
182.186.153.231,63,1,1,0,23
59.89.42.109,64,0,1,0,23
41.205.109.233,64,0,1,0,23
46.130.9.50,64,0,1,0,23
202.3.73.34,63,1,1,0,23
176.8.18.16,62,4,4,0,18
178.45.212.146,64,0,1,0,23
59.95.213.161,64,1,1,0,22
182.56.206.150,64,0,1,0,23
186.142.1.41,64,0,1,0,23
59.99.50.12,64,1,1,0,22
2.176.225.128,64,0,1,0,23
59.91.73.212,64,0,1,0,23
79.173.216.169,64,0,1,0,23
46.130.6.254,64,0,1,0,23
116.103.228.163,62,5,3,0,18
117.197.213.159,64,0,1,0,23
188.16.99.92,64,1,1,0,22
117.194.198.112,64,1,1,0,22
77.35.156.4,64,1,1,0,22
111.88.43.141,63,1,1,0,23
116.110.95.129,59,6,4,0,19
79.126.114.160,64,0,1,0,23
110.227.240.33,63,1,1,0,23
110.227.78.31,63,1,1,0,23
223.178.83.137,64,1,2,0,21
117.196.235.35,64,1,1,0,22
178.75.114.226,64,0,1,0,23
95.70.108.188,63,1,1,0,23
81.22.197.21,61,4,2,0,21
178.45.69.162,62,2,1,0,23
45.64.9.254,61,5,1,0,21
41.34.43.40,64,0,1,0,23
59.94.76.68,64,0,1,0,23
186.216.131.97,64,0,1,0,23
59.99.66.131,64,1,1,0,22
59.95.17.43,63,0,1,0,24
39.41.220.240,64,1,1,0,22
176.240.22.177,64,2,1,0,21
41.239.212.196,64,0,1,0,23
178.204.27.46,64,0,1,0,23
2.178.149.21,64,0,1,0,23
41.58.52.237,64,0,1,0,23
117.194.200.113,64,1,1,0,22
78.27.145.183,55,9,1,0,23
113.199.231.24,64,0,1,0,23
186.216.128.86,64,0,1,0,23
94.156.161.44,62,2,1,0,23
88.206.70.176,64,1,1,0,22
59.89.43.86,58,10,1,0,19
59.178.158.10,64,0,1,0,23
39.34.209.76,64,0,1,0,23
117.214.156.8,64,0,1,0,23
171.229.7.132,58,9,1,0,20
120.59.179.17,64,0,1,0,23
182.185.117.194,64,1,1,0,22
182.184.118.143,65,2,1,0,20
117.200.41.218,64,0,1,0,23
178.44.235.218,62,1,2,0,23
89.32.200.206,63,1,1,0,23
41.233.175.205,64,0,1,0,23
77.34.38.60,64,1,1,0,22
111.88.42.228,63,1,1,0,23
59.94.116.81,64,0,1,0,23
49.144.107.231,63,1,1,0,23
111.88.37.101,64,1,1,0,22
91.109.184.3,54,12,2,0,20
117.216.185.86,61,4,1,0,22
46.214.139.70,63,1,1,0,23
58.177.238.186,63,1,1,0,23
91.109.184.7,57,8,1,0,22
190.252.242.69,53,14,2,0,19
80.234.86.8,64,0,1,0,23
111.88.26.9,64,0,1,0,23
111.88.27.213,64,0,1,0,23
123.231.120.145,64,1,1,0,22
39.42.97.183,64,1,1,0,22
80.70.109.58,63,1,2,0,22
59.103.209.216,64,1,1,0,22
59.99.65.150,64,1,1,0,22
117.197.168.213,64,1,1,0,22
117.207.57.33,64,0,1,0,23
59.99.50.192,64,1,2,0,21
117.194.236.150,63,1,1,0,23
117.194.236.91,63,2,1,0,22
117.205.60.224,63,1,1,0,23
117.201.68.90,63,1,1,0,23
59.98.127.111,63,1,1,0,23
117.207.178.211,64,0,1,0,23
117.196.108.8,64,0,1,0,23
117.194.207.241,64,0,1,0,23
27.6.216.9,64,0,1,0,23
112.13.171.193,60,4,2,0,22
117.194.204.134,64,0,1,0,23
117.198.36.218,64,0,1,0,23
88.206.38.114,64,1,1,0,22
117.194.200.81,64,1,1,0,22
59.95.16.93,63,1,1,0,23
39.49.77.231,64,0,1,0,23
117.194.233.249,64,0,1,0,23
59.178.32.112,64,0,1,0,23
81.163.54.6,64,0,1,0,23
117.194.201.155,64,0,1,0,23
59.178.12.246,64,0,1,0,23
41.239.49.18,64,0,1,0,23
59.88.47.66,64,0,1,0,23
116.73.206.29,64,1,1,0,22
120.57.12.183,64,0,1,0,23
200.110.51.206,61,3,1,0,23
117.194.197.235,64,0,1,0,23
59.94.72.78,64,0,1,0,23
186.143.5.12,64,0,1,0,23
41.141.88.133,63,1,1,0,23
117.194.196.85,64,0,1,0,23
59.95.8.245,64,0,1,0,23
59.95.8.9,64,0,1,0,23
120.57.126.199,64,0,1,0,23
59.178.144.61,64,1,1,0,22
59.99.48.194,64,0,1,0,23
59.95.176.132,64,0,1,0,23
117.194.200.180,63,1,1,0,23
117.194.235.142,64,1,1,0,22
39.33.12.153,63,1,1,0,23
59.94.15.102,64,0,1,0,23
111.88.26.234,64,0,1,0,23
118.71.173.63,63,2,1,0,22
59.99.50.51,64,0,1,0,23
117.194.236.214,64,1,1,0,22
59.99.16.124,64,0,1,0,23
117.194.201.123,64,0,1,0,23
117.194.204.213,64,0,1,0,23
117.194.233.166,64,0,1,0,23
2.176.130.208,64,0,1,0,23
59.94.247.10,63,1,1,0,23
80.70.109.175,62,1,2,0,23
202.9.40.230,62,4,1,0,21
59.92.122.8,64,0,1,0,23
59.95.77.159,64,1,1,0,22
117.194.203.224,64,1,1,0,22
39.55.234.46,63,1,1,0,23
111.88.27.99,64,0,1,0,23
41.232.214.242,64,0,1,0,23
117.215.8.84,64,1,1,0,22
59.89.149.33,64,0,1,0,23
117.194.238.137,64,0,1,0,23
59.88.238.231,54,12,1,0,21
117.219.85.188,64,0,1,0,23
178.45.135.145,64,0,1,0,23
59.99.52.146,64,0,1,0,23
117.197.254.112,64,0,1,0,23
117.215.194.36,64,1,1,0,22
41.232.33.190,64,0,1,0,23
117.194.200.237,63,1,1,0,23
117.194.203.169,64,1,1,0,22
117.222.97.131,64,1,1,0,22
59.99.65.215,63,0,2,0,23
117.194.201.23,64,0,1,0,23
95.158.232.170,64,0,1,0,23
117.205.54.95,64,0,1,0,23
111.88.4.70,59,9,2,0,18
117.213.169.99,64,1,1,0,22
45.120.162.252,63,1,1,0,23
117.220.103.23,64,1,1,0,22
117.194.202.158,64,1,1,0,22
27.7.216.199,64,0,1,0,23
59.99.48.64,64,1,1,0,22
200.59.72.204,64,1,1,0,22
93.117.17.142,64,0,1,0,23
117.194.2.114,64,0,1,0,23
37.239.210.38,64,1,1,0,22
117.198.38.29,64,0,1,0,23
59.96.142.145,64,0,1,0,23
117.205.55.158,64,0,1,0,23
117.194.206.21,64,1,2,0,21
103.249.123.181,64,0,1,0,23
117.194.201.96,64,0,1,0,23
213.242.22.53,64,0,1,0,23
117.203.121.150,63,2,1,0,22
117.194.236.103,64,0,1,0,23
117.206.105.241,64,0,1,0,23
59.95.179.220,64,0,1,0,23
59.95.17.93,64,0,1,0,23
59.94.119.87,64,0,1,0,23
59.95.19.37,64,0,1,0,23
59.88.169.121,64,1,1,0,22
193.30.249.36,63,1,1,0,23
117.194.201.209,64,0,1,0,23
95.73.192.37,64,1,2,0,21
80.92.27.245,64,0,1,0,23
101.99.33.227,64,1,1,0,22
182.185.159.69,64,1,1,0,22
117.242.252.82,64,0,1,0,23
106.66.62.72,64,0,1,0,23
111.88.41.159,64,0,1,0,23
117.1.90.55,64,0,1,0,23
122.173.26.131,64,1,1,0,22
59.99.50.251,64,0,1,0,23
2.181.158.40,64,0,1,0,23
59.99.49.235,62,2,1,0,23
117.201.148.148,63,1,1,0,23
2.181.174.231,64,0,1,0,23
41.239.153.182,64,0,1,0,23
2.181.117.229,64,0,1,0,23
120.57.92.114,64,0,1,0,23
59.178.180.249,64,0,1,0,23
89.44.129.52,64,0,1,0,23
116.74.113.67,64,0,1,0,23
117.194.236.3,64,0,1,0,23
59.97.107.173,64,0,1,0,23
59.96.88.21,64,0,1,0,23
85.108.50.30,63,1,1,0,23
41.43.17.224,64,0,1,0,23
117.194.233.185,64,0,1,0,23
117.213.163.104,63,1,1,0,23
117.194.236.117,64,1,1,0,22
117.194.196.4,64,0,1,0,23
117.201.121.136,64,0,1,0,23
110.137.75.20,64,0,2,0,22
117.194.201.28,63,1,1,0,23
117.242.252.69,64,0,1,0,23
117.214.241.79,63,2,1,0,22
41.237.115.123,64,0,1,0,23
117.215.1.142,62,1,1,0,24
117.207.184.247,63,1,1,0,23
59.99.49.119,64,1,1,0,22
186.143.4.228,63,1,1,0,23
117.194.206.46,64,0,1,0,23
116.73.207.28,64,0,1,0,23
117.194.201.191,64,0,1,0,23
41.35.90.251,64,0,1,0,23
117.219.82.38,64,0,1,0,23
117.194.197.188,64,0,1,0,23
59.95.19.164,64,0,1,0,23
59.95.189.50,63,0,1,0,24
117.194.200.27,64,0,1,0,23
27.7.217.80,63,0,1,0,24
117.205.91.53,64,0,1,0,23
2.92.232.39,64,1,1,0,22
37.10.82.143,65,1,1,0,21
41.253.245.168,63,1,1,0,23
59.99.51.128,63,1,1,0,23
171.243.29.62,64,0,1,0,23
109.169.230.69,64,0,1,0,23
109.169.222.133,63,1,1,0,23
178.45.207.58,64,0,1,0,23
80.234.116.254,64,0,1,0,23
95.67.234.3,64,0,1,0,23
112.66.154.129,64,1,1,0,22
59.99.48.234,64,0,1,0,23
117.194.201.18,61,3,1,0,23
178.45.194.124,64,0,1,0,23
178.44.153.193,64,0,1,0,23
117.194.235.145,64,0,1,0,23
183.82.59.72,63,1,1,0,23
83.69.13.175,64,0,1,0,23
178.44.39.218,64,0,1,0,23
189.111.5.153,61,2,2,0,23
178.158.195.125,63,2,3,0,20
111.88.27.3,64,0,1,0,23
117.194.236.61,64,1,1,0,22
178.45.82.114,64,0,1,0,23
201.210.121.241,63,1,1,0,23
92.36.141.245,64,0,1,0,23
117.201.71.81,64,0,1,0,23
59.99.49.62,64,0,1,0,23
46.153.141.143,63,2,1,0,22
117.215.74.171,64,0,1,0,23
59.99.64.107,64,0,1,0,23
59.94.72.49,64,0,1,0,23
39.33.83.49,64,0,1,0,23
59.99.50.110,64,0,1,0,23
59.99.9.194,64,0,1,0,23
59.99.66.14,64,0,1,0,23
5.232.93.250,64,0,1,0,23
59.99.65.94,64,0,1,0,23
59.99.163.26,64,1,1,0,22
117.205.177.129,64,0,1,0,23
59.92.158.58,64,0,1,0,23
59.99.67.194,64,0,1,0,23
117.197.172.100,64,0,1,0,23
117.197.228.226,64,0,1,0,23
117.194.202.152,64,0,1,0,23
59.94.77.72,64,1,1,0,22
59.92.238.9,64,0,1,0,23
59.93.219.211,64,0,1,0,23
117.235.128.92,64,0,1,0,23
117.201.148.174,64,1,2,0,21
117.194.202.36,64,0,1,0,23
117.196.105.236,63,1,1,0,23
59.95.17.133,64,0,1,0,23
5.239.126.148,63,1,1,0,23
117.194.203.105,64,0,1,0,23
117.197.80.251,64,0,1,0,23
59.95.19.68,63,0,1,0,24
117.194.200.105,64,0,1,0,23
59.96.150.2,64,0,1,0,23
41.34.125.182,64,0,1,0,23
43.255.167.24,63,1,1,0,23
117.194.236.140,64,0,1,0,23
117.194.201.243,64,0,1,0,23
121.202.59.33,64,0,1,0,23
117.242.240.34,64,0,1,0,23
178.206.161.226,63,0,2,0,23
59.94.78.193,64,0,1,0,23
182.186.203.165,64,0,1,0,23
59.103.206.228,63,1,1,0,23
46.56.199.60,64,1,1,0,22
112.202.200.68,64,1,1,0,22
94.156.161.61,60,6,3,0,19
27.79.10.85,64,0,1,0,23
81.163.59.45,64,0,1,0,23
178.44.255.64,64,0,1,0,23
112.196.5.28,63,1,1,0,23
91.187.114.14,61,4,1,0,22
78.191.156.32,64,0,1,0,23
59.96.104.86,64,0,1,0,23
111.88.26.10,64,0,1,0,23
117.194.207.156,64,1,1,0,22
111.88.37.168,64,0,1,0,23
212.13.7.145,62,2,1,0,23
117.204.170.99,64,1,1,0,22
59.97.160.88,64,0,1,0,23
88.206.39.100,63,1,1,0,23
95.84.43.67,63,1,1,0,23
190.236.224.164,64,1,1,0,22
117.222.179.28,64,0,1,0,23
59.96.154.219,64,0,1,0,23
59.178.183.160,64,0,1,0,23
171.61.58.138,64,0,1,0,23
117.194.233.68,64,1,1,0,22
117.201.79.177,64,0,1,0,23
117.204.53.133,64,0,1,0,23
1.23.101.33,64,0,1,0,23
41.239.217.204,64,0,1,0,23
5.232.190.207,63,0,1,0,24
181.65.139.229,62,2,1,0,23
117.194.239.86,63,1,1,0,23
117.194.203.228,64,0,1,0,23
117.194.202.113,64,0,1,0,23
187.111.161.161,64,0,2,0,22
190.176.82.228,64,0,1,0,23
190.51.13.57,63,1,1,0,23
190.186.58.131,63,1,1,0,23
112.123.16.135,64,0,1,0,23
201.208.156.167,64,0,1,0,23
59.99.64.70,64,1,1,0,22
117.194.239.151,64,0,1,0,23
117.194.201.190,64,1,1,0,22
117.194.201.246,63,1,1,0,23
59.99.17.175,64,0,1,0,23
188.215.210.147,63,0,1,0,24
186.141.1.226,64,0,1,0,23
111.88.26.69,64,0,1,0,23
117.201.160.120,64,0,1,0,23
46.152.62.207,63,1,1,0,23
94.156.161.23,65,1,1,0,21
31.131.65.199,62,2,1,0,23
46.164.223.109,63,2,1,0,22
190.75.71.134,64,0,1,0,23
103.25.250.250,63,2,1,0,22
111.88.26.102,64,0,1,0,23
109.169.225.137,64,1,1,0,22
175.141.32.23,64,0,2,0,22
116.71.181.151,64,1,1,0,22
178.44.145.52,63,1,1,0,23
59.178.33.108,63,1,1,0,23
46.249.3.159,59,6,1,0,22
111.88.27.133,64,0,1,0,23
111.88.47.200,64,1,1,0,22
117.205.62.158,64,0,1,0,23
112.210.48.83,64,1,2,0,21
178.238.204.116,64,0,1,0,23
94.156.161.57,62,5,1,0,20
117.194.201.153,64,1,1,0,22
59.94.76.175,64,0,1,0,23
94.156.161.24,62,3,1,0,22
41.32.184.10,64,0,1,0,23
117.220.176.9,64,0,1,0,23
117.198.37.120,64,0,1,0,23
176.96.233.10,64,1,1,0,22
117.203.69.81,64,0,1,0,23
193.30.251.99,63,1,1,0,23
95.67.241.197,64,0,1,0,23
120.57.127.243,62,2,1,0,23
117.196.105.252,64,1,1,0,22
41.239.9.168,64,0,1,0,23
117.194.201.208,63,2,1,0,22
94.156.161.181,61,5,3,0,19
31.167.191.53,63,1,1,0,23
59.98.139.34,64,0,1,0,23
117.201.110.97,64,0,1,0,23
117.214.243.95,64,1,1,0,22
39.45.67.197,64,1,1,0,22
59.94.77.123,64,0,1,0,23
117.201.76.5,64,0,1,0,23
117.203.195.10,64,0,1,0,23
200.52.194.210,64,1,1,0,22
39.33.39.82,64,0,1,0,23
117.254.151.117,64,0,1,0,23
80.234.97.168,62,2,1,0,23
111.123.79.136,64,1,1,0,22
92.255.207.181,63,2,3,0,20
111.88.26.198,64,1,1,0,22
183.82.235.52,63,1,2,0,22
117.253.155.121,64,1,1,0,22
77.29.94.246,63,1,1,0,23
120.59.178.56,63,2,1,0,22
41.225.64.49,61,6,1,0,20
77.40.44.31,62,4,1,0,21
111.88.34.84,64,1,1,0,22
109.169.226.241,63,1,1,0,23
46.21.91.59,63,2,1,0,22
59.94.116.216,64,1,1,0,22
59.94.74.20,64,0,1,0,23
59.94.72.252,64,0,1,0,23
59.178.193.133,64,0,1,0,23
59.99.116.69,64,0,1,0,23
31.176.164.179,64,0,1,0,23
59.98.121.244,64,1,1,0,22
117.198.95.27,63,1,1,0,23
178.217.202.114,65,0,1,0,22
92.62.154.74,63,1,1,0,23
81.163.159.64,64,0,1,0,23
186.216.137.129,64,0,1,0,23
39.33.118.67,64,0,1,0,23
59.96.110.129,64,0,1,0,23
117.211.52.43,64,0,1,0,23
180.248.4.204,64,0,1,0,23
116.55.173.73,63,1,2,0,22
41.44.8.70,64,0,1,0,23
120.57.121.108,64,1,1,0,22
39.33.29.18,64,0,1,0,23
79.133.156.106,63,1,1,0,23
59.96.105.165,64,0,1,0,23
78.184.96.239,61,5,1,0,21
111.88.45.58,63,1,1,0,23
94.242.145.195,63,0,2,0,23
103.232.127.100,63,1,1,0,23
77.35.47.235,63,1,1,0,23
178.45.70.35,62,2,1,0,23
111.88.46.184,64,0,1,0,23
27.79.10.133,64,0,1,0,23
111.88.26.14,64,0,1,0,23
41.238.14.61,64,0,1,0,23
117.194.205.165,64,1,1,0,22
59.94.105.234,63,0,1,0,24
117.194.200.63,63,1,1,0,23
59.99.50.99,64,0,1,0,23
59.99.64.254,64,0,1,0,23
117.194.200.158,63,0,2,0,23
117.194.202.129,62,2,1,0,23
117.194.236.169,62,2,1,0,23
78.84.164.74,60,6,3,0,19
103.61.255.45,64,1,1,0,22
59.99.1.38,64,0,1,0,23
178.44.181.162,63,1,1,0,23
200.110.56.114,64,0,1,0,23
117.194.207.148,62,2,1,0,23
117.205.107.154,63,1,1,0,23
117.194.232.79,64,0,1,0,23
117.214.105.68,63,1,1,0,23
59.94.101.202,64,0,1,0,23
117.87.142.160,64,0,1,0,23
59.99.16.159,64,0,1,0,23
186.142.1.93,64,0,1,0,23
41.232.26.99,64,0,1,0,23
41.251.33.192,64,0,1,0,23
41.238.19.74,64,0,1,0,23
59.95.10.163,63,1,1,0,23
41.239.45.21,64,0,1,0,23
189.162.57.96,64,0,2,0,22
117.201.122.90,64,0,1,0,23
59.94.79.116,64,0,1,0,23
117.207.218.209,64,0,1,0,23
41.42.33.244,64,0,1,0,23
39.33.47.140,63,1,1,0,23
173.242.121.173,60,5,1,0,22
117.216.26.188,64,0,1,0,23
2.181.145.249,63,1,1,0,23
117.197.251.224,64,0,1,0,23
117.194.202.138,64,0,1,0,23
177.36.253.84,64,1,1,0,22
92.36.148.158,59,4,3,0,22
117.203.52.162,64,0,1,0,23
117.223.110.5,63,2,1,0,22
59.99.49.31,64,0,1,0,23
117.194.207.225,63,1,1,0,23
59.99.65.25,64,0,1,0,23
59.95.74.24,63,1,1,0,23
46.21.91.209,64,0,1,0,23
113.162.60.115,64,0,1,0,23
117.212.79.150,64,0,1,0,23
41.236.139.181,64,0,1,0,23
59.94.77.69,64,0,1,0,23
59.99.50.66,64,0,1,0,23
41.236.210.18,64,0,1,0,23
59.99.48.238,64,1,1,0,22
186.126.93.89,64,0,1,0,23
117.194.207.14,64,0,1,0,23
59.99.162.242,63,0,2,0,23
117.206.180.232,64,0,1,0,23
154.120.85.113,64,0,1,0,23
190.109.229.21,62,3,1,0,22
177.141.120.152,64,1,1,0,22
180.254.114.137,64,0,1,0,23
176.59.151.104,64,1,1,0,22
176.226.128.16,64,1,1,0,22
183.82.250.184,64,1,1,0,22
183.82.143.199,64,1,1,0,22
2.95.39.34,64,1,1,0,22
41.232.95.5,64,0,1,0,23
79.126.109.178,64,1,1,0,22
180.151.9.114,64,1,1,0,22
80.92.22.168,64,0,1,0,23
117.223.32.178,63,1,1,0,23
91.109.176.5,60,6,1,0,21
91.109.176.7,62,2,1,0,23
110.50.84.5,52,16,1,0,19
117.194.196.158,61,4,1,0,22
59.99.50.76,63,2,1,0,22
117.194.207.60,64,0,1,0,23
117.194.198.219,65,0,1,0,22
80.234.122.43,63,1,1,0,23
59.99.66.120,58,8,1,0,21
59.99.48.186,64,0,1,0,23
41.32.104.58,64,1,1,0,22
41.43.95.71,64,0,1,0,23
59.98.184.229,64,1,1,0,22
41.232.187.92,64,0,1,0,23
117.194.200.60,64,0,1,0,23
117.201.148.200,64,0,1,0,23
41.238.7.151,64,0,1,0,23
46.149.182.217,63,3,1,0,21
117.194.198.173,64,0,1,0,23
59.99.48.163,64,0,1,0,23
59.99.50.254,64,0,1,0,23
117.195.69.180,64,0,1,0,23
117.194.237.237,64,0,1,0,23
117.194.201.184,64,0,1,0,23
41.234.145.201,64,0,1,0,23
110.183.55.140,64,0,1,0,23
59.94.73.22,64,0,1,0,23
41.34.221.1,64,0,1,0,23
117.194.201.233,64,1,1,0,22
117.195.133.106,64,0,1,0,23
219.85.34.102,62,1,2,0,23
59.88.45.243,64,0,1,0,23
59.95.16.69,64,0,1,0,23
117.194.203.181,64,0,1,0,23
114.235.104.30,61,3,2,0,22
117.194.202.111,63,1,1,0,23
41.35.46.127,64,0,1,0,23
117.195.30.44,64,0,1,0,23
91.215.57.169,64,0,1,0,23
117.194.197.73,64,0,1,0,23
59.99.51.58,63,1,1,0,23
41.237.232.209,64,0,1,0,23
117.241.228.160,64,0,1,0,23
117.194.233.11,64,0,1,0,23
59.99.65.22,64,0,1,0,23
117.194.116.52,64,0,1,0,23
117.194.196.75,64,0,1,0,23
117.241.228.126,64,0,1,0,23
117.194.239.94,64,0,1,0,23
213.43.194.135,64,0,1,0,23
41.35.45.239,64,0,1,0,23
175.140.134.128,64,0,1,0,23
176.195.193.152,63,0,1,0,24
117.194.207.112,64,0,1,0,23
117.194.196.80,64,0,1,0,23
59.89.133.114,64,0,1,0,23
80.234.120.3,64,1,1,0,22
89.32.200.35,63,1,1,0,23
95.67.171.188,63,1,1,0,23
213.141.251.213,64,0,1,0,23
117.194.196.33,64,0,1,0,23
27.78.228.187,57,11,1,0,19
200.110.59.198,64,1,1,0,22
117.194.235.65,64,0,1,0,23
